timestamp,open,volume,high,low,close
2025-06-28 01:31:03.707621,10100.008601626998,2673,10106.157231248339,10094.783275173751,10102.532914956239
2025-06-29 01:31:03.707621,10200.990243171549,1601,10207.974849490463,10194.725118422124,10201.704799561896
2025-06-30 01:31:03.707621,10302.585683326686,9330,10309.631273819248,10292.783302298294,10300.282647598862
2025-07-01 01:31:03.707621,10402.604648330374,7910,10410.611404826244,10398.814607270318,10403.113522026792
2025-07-02 01:31:03.707621,10503.04452002612,5607,10511.768553814498,10501.860050372554,10503.845607931997
2025-07-03 01:31:03.707621,10603.126341445555,4496,10612.865313988093,10599.662383859859,10599.52905283121
2025-07-04 01:31:03.707621,10703.096359083524,5605,10705.1220249392,10696.292832184568,10702.043589848709
2025-07-05 01:31:03.707621,10803.847125380737,2065,10808.739818048543,10800.055983142918,10800.274963257776
2025-07-06 01:31:03.707621,10903.85341696968,6223,10904.303502157389,10895.746287659036,10901.808238608739
2025-07-07 01:31:03.707621,11002.809439989942,6309,11009.855913222787,10995.809917151302,11000.21052475649
2025-07-08 01:31:03.707621,11101.87878121115,4515,11108.166995623053,11097.515912857127,11101.298363035437
2025-07-09 01:31:03.707621,11202.607834616625,7969,11209.570988311621,11197.28808763817,11199.995878671127
2025-07-10 01:31:03.707621,11302.026015796062,5022,11304.927227144595,11294.444292414237,11301.182186555483
2025-07-11 01:31:03.707621,11402.029348262875,1104,11410.220614483806,11398.044391485395,11404.140623482257
2025-07-12 01:31:03.707621,11502.936788538607,5951,11507.782683384952,11499.740877099573,11500.822744538564
2025-07-13 01:31:03.707621,11602.1092549862,2665,11609.099092504795,11598.951979562205,11603.519492126536
2025-07-14 01:31:03.707621,11701.769706782414,5383,11704.969652221755,11696.698299005884,11704.012074822664
2025-07-15 01:31:03.707621,11801.097823105414,6451,11808.87401457633,11795.168632807572,11800.166245777387
2025-07-16 01:31:03.707621,11902.46603796196,8892,11903.845225921734,11896.277280353177,11901.763285051147
2025-07-17 01:31:03.707621,12003.44786403481,5772,12007.994929952501,11995.652531992275,12006.293474354565
2025-07-18 01:31:03.707621,12104.048276194939,2832,12111.028276334562,12096.438793058598,12103.014534854083
2025-07-19 01:31:03.707621,12204.147217640215,2247,12210.44933679453,12202.823391340431,12203.901897018957
2025-07-20 01:31:03.707621,12303.74430509096,3475,12310.5984783785,12298.23441504603,12304.307842241546
2025-07-21 01:31:03.707621,12401.836921943852,6110,12406.791053051515,12392.032138339791,12401.946916320945
2025-07-22 01:31:03.707621,12501.083381507036,1759,12508.871198798253,12491.410248020804,12499.194142678743
